secID,ticker,SecShortName,reportDate,holdingsecType,holdingSecID,holdingTicker,holdingExchangeCd,holdingsecShortName,holdVolume,marketValue,ratioInNa,publishDate,currencyCd
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,000651.XSHE,000651,XSHE,格力电器,650000,19142500.0,2.18,2014-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,000656.XSHE,000656,XSHE,金科股份,200000,2900000.0,0.3,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,000661.XSHE,000661,XSHE,长春高新,100000,9791000.0,0.95,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,000661.XSHE,000661,XSHE,长春高新,100,10870.0,0.0009,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,000661.XSHE,000661,XSHE,长春高新,199843,16247235.9,1.85,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,000671.XSHE,000671,XSHE,阳光城,1680000,13221600.0,4.6,2018-01-18,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,000673.XSHE,000673,XSHE,当代东方,300000,2859000.0,0.25,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2018-12-31,E,000681.XSHE,000681,XSHE,视觉中国,90000,2098800.0,1.7,2019-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,000718.XSHE,000718,XSHE,苏宁环球,600000,4860000.0,0.66,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2019-03-31,E,000725.XSHE,000725,XSHE,京东方A,2490000,9711000.0,4.79,2019-04-18,CNY
519674.OFCN,519674,银河创新成长混合,2019-06-30,E,000725.XSHE,000725,XSHE,京东方A,3700000,12728000.0,7.27,2019-07-18,CNY
519674.OFCN,519674,银河创新成长混合,2019-09-30,E,000725.XSHE,000725,XSHE,京东方A,12000000,45000000.0,7.11,2019-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2019-12-31,E,000725.XSHE,000725,XSHE,京东方A,32351400,146875356.0,7.4,2020-01-17,CNY
519674.OFCN,519674,银河创新成长混合,2011-06-30,E,000776.XSHE,000776,XSHE,广发证券,150000,5887500.0,0.63,2011-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,000776.XSHE,000776,XSHE,广发证券,999990,15419845.8,1.57,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,000783.XSHE,000783,XSHE,长江证券,1500000,10725000.0,1.45,2012-03-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-09-30,E,000783.XSHE,000783,XSHE,长江证券,2999873,27688827.79,3.49,2012-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,000783.XSHE,000783,XSHE,长江证券,250000,2600000.0,0.23,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,000793.XSHE,000793,XSHE,华闻集团,2491400,37445742.0,3.02,2016-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2011-06-30,E,000823.XSHE,000823,XSHE,超声电子,700000,10178000.0,1.08,2011-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-09-30,E,000826.XSHE,000826,XSHE,启迪环境,1149846,28113734.7,3.54,2012-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2013-03-31,E,000826.XSHE,000826,XSHE,启迪环境,1149921,32784247.71,3.6,2013-04-19,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,000826.XSHE,000826,XSHE,启迪环境,899913,29040192.51,2.81,2013-07-17,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,000826.XSHE,000826,XSHE,启迪环境,1289602,44878149.6,3.92,2014-01-21,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,000848.XSHE,000848,XSHE,承德露露,399917,7018543.35,0.95,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,000848.XSHE,000848,XSHE,承德露露,700000,15897000.0,1.54,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,000858.XSHE,000858,XSHE,五粮液,555204,18210691.2,2.46,2012-03-27,CNY
519674.OFCN,519674,银河创新成长混合,2011-06-30,E,000877.XSHE,000877,XSHE,天山股份,300000,10662000.0,1.13,2011-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,000888.XSHE,000888,XSHE,峨眉山A,357191,6547311.03,0.89,2012-03-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,000888.XSHE,000888,XSHE,峨眉山A,387191,8278143.58,1.12,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,000888.XSHE,000888,XSHE,峨眉山A,80,1544.0,0.0002,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,000888.XSHE,000888,XSHE,峨眉山A,80,1245.6,0.0001,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,000888.XSHE,000888,XSHE,峨眉山A,80,1580.0,0.0001,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,000888.XSHE,000888,XSHE,峨眉山A,80,1473.6,0.0002,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,E,000888.XSHE,000888,XSHE,峨眉山A,80,1537.6,0.0002,2015-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,000888.XSHE,000888,XSHE,峨眉山A,160,2388.8,0.0002,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,000888.XSHE,000888,XSHE,峨眉山A,160,2369.6,0.0002,2016-03-25,CNY
519674.OFCN,519674,银河创新成长混合,2016-12-31,E,000888.XSHE,000888,XSHE,峨眉山A,888,10602.72,0.0046,2017-03-31,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,000888.XSHE,000888,XSHE,峨眉山A,888,11277.6,0.0047,2017-08-29,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,000888.XSHE,000888,XSHE,峨眉山A,888,9563.76,0.0,2018-03-30,CNY
519674.OFCN,519674,银河创新成长混合,2018-06-30,E,000888.XSHE,000888,XSHE,峨眉山A,888,7805.52,0.0,2018-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2018-12-31,E,000888.XSHE,000888,XSHE,峨眉山A,888,5026.08,0.0,2019-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2019-06-30,E,000888.XSHE,000888,XSHE,峨眉山A,888,5345.76,0.0,2019-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2016-09-30,E,000903.XSHE,000903,XSHE,云内动力,1959980,15405442.8,4.56,2016-10-26,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,E,000925.XSHE,000925,XSHE,众合科技,599988,12839743.2,1.72,2015-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,E,000927.XSHE,000927,XSHE,一汽夏利,2000000,13220000.0,1.77,2015-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2011-06-30,E,000939.XSHE,000939,XSHE,*ST凯迪,15968,205029.12,0.02,2011-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,000963.XSHE,000963,XSHE,华东医药,199901,9195446.0,0.8,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2018-06-30,E,000963.XSHE,000963,XSHE,华东医药,111510,5380357.5,3.36,2018-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,000971.XSHE,000971,XSHE,*ST高升,200000,5278000.0,0.43,2016-03-25,CNY
519674.OFCN,519674,银河创新成长混合,2019-06-30,E,000977.XSHE,000977,XSHE,浪潮信息,100000,2386000.0,1.36,2019-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,000998.XSHE,000998,XSHE,隆平高科,404880,7219010.4,0.97,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,001979.XSHE,001979,XSHE,招商蛇口,280000,5980800.0,2.51,2017-08-29,CNY
519674.OFCN,519674,银河创新成长混合,2016-09-30,E,002007.XSHE,002007,XSHE,华兰生物,349897,13149129.26,3.89,2016-10-26,CNY
519674.OFCN,519674,银河创新成长混合,2016-12-31,E,002007.XSHE,002007,XSHE,华兰生物,140000,5005000.0,2.19,2017-03-31,CNY
519674.OFCN,519674,银河创新成长混合,2017-03-31,E,002008.XSHE,002008,XSHE,大族激光,360000,9457200.0,4.29,2017-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,002008.XSHE,002008,XSHE,大族激光,330000,11431200.0,4.79,2017-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,E,002009.XSHE,002009,XSHE,天奇股份,209586,3416251.8,0.46,2015-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002020.XSHE,002020,XSHE,京新药业,379961,5361249.71,0.47,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002022.XSHE,002022,XSHE,科华生物,400000,9220000.0,1.05,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2014-09-30,E,002022.XSHE,002022,XSHE,科华生物,758842,20443203.48,2.31,2014-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2011-06-30,E,002024.XSHE,002024,XSHE,苏宁易购,2199950,28181359.5,3.0,2011-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2016-03-31,E,002026.XSHE,002026,XSHE,山东威达,1000000,12720000.0,3.35,2016-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002026.XSHE,002026,XSHE,山东威达,1000000,12570000.0,2.95,2016-08-25,CNY
519674.OFCN,519674,银河创新成长混合,2016-12-31,E,002026.XSHE,002026,XSHE,山东威达,210000,2425500.0,1.06,2017-03-31,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,002035.XSHE,002035,XSHE,华帝股份,386000,11634040.0,4.04,2018-03-30,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002038.XSHE,002038,XSHE,双鹭药业,50000,1610000.0,0.22,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002038.XSHE,002038,XSHE,双鹭药业,150000,8790000.0,0.85,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002041.XSHE,002041,XSHE,登海种业,100000,2123000.0,0.21,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002042.XSHE,002042,XSHE,华孚时尚,100,1362.0,0.0001,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2016-09-30,E,002048.XSHE,002048,XSHE,宁波华翔,500000,11780000.0,3.49,2016-10-26,CNY
519674.OFCN,519674,银河创新成长混合,2016-12-31,E,002048.XSHE,002048,XSHE,宁波华翔,499900,11067786.0,4.84,2017-01-20,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,002048.XSHE,002048,XSHE,宁波华翔,240000,5006400.0,2.1,2017-08-29,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002049.XSHE,002049,XSHE,紫光国微,100000,2375000.0,0.27,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002049.XSHE,002049,XSHE,紫光国微,608012,36571921.8,2.95,2016-03-25,CNY
519674.OFCN,519674,银河创新成长混合,2017-03-31,E,002050.XSHE,002050,XSHE,三花智控,869979,9404472.99,4.27,2017-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,002050.XSHE,002050,XSHE,三花智控,869979,14198057.28,5.95,2017-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2017-09-30,E,002050.XSHE,002050,XSHE,三花智控,939979,15114862.32,5.23,2017-10-26,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,002050.XSHE,002050,XSHE,三花智控,958579,17580338.86,6.11,2018-01-18,CNY
519674.OFCN,519674,银河创新成长混合,2018-03-31,E,002050.XSHE,002050,XSHE,三花智控,520000,9235200.0,3.66,2018-04-23,CNY
519674.OFCN,519674,银河创新成长混合,2018-06-30,E,002050.XSHE,002050,XSHE,三花智控,392380,7396363.0,4.62,2018-07-18,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002065.XSHE,002065,XSHE,东华软件,10000,201200.0,0.02,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2011-09-30,E,002073.XSHE,002073,XSHE,软控股份,1871576,34025251.68,4.22,2011-10-25,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002074.XSHE,002074,XSHE,国轩高科,329876,13020205.72,3.06,2016-08-25,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002085.XSHE,002085,XSHE,万丰奥威,249936,5313639.36,0.6,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002085.XSHE,002085,XSHE,万丰奥威,100,3218.0,0.0003,2016-03-25,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002085.XSHE,002085,XSHE,万丰奥威,749841,12889766.79,3.03,2016-08-25,CNY
519674.OFCN,519674,银河创新成长混合,2016-09-30,E,002085.XSHE,002085,XSHE,万丰奥威,792697,16281996.38,4.82,2016-10-26,CNY
519674.OFCN,519674,银河创新成长混合,2016-12-31,E,002085.XSHE,002085,XSHE,万丰奥威,792697,15663692.72,6.85,2017-01-20,CNY
519674.OFCN,519674,银河创新成长混合,2017-03-31,E,002085.XSHE,002085,XSHE,万丰奥威,822697,18469547.65,8.38,2017-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,002085.XSHE,002085,XSHE,万丰奥威,1027221,19979448.45,8.37,2017-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2017-09-30,E,002085.XSHE,002085,XSHE,万丰奥威,960000,18768000.0,6.49,2017-10-26,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,002085.XSHE,002085,XSHE,万丰奥威,978000,17506200.0,6.09,2018-01-18,CNY
519674.OFCN,519674,银河创新成长混合,2011-03-31,E,002091.XSHE,002091,XSHE,江苏国泰,1498861,38970386.0,3.64,2011-04-20,CNY
519674.OFCN,519674,银河创新成长混合,2011-06-30,E,002091.XSHE,002091,XSHE,江苏国泰,2167111,40871713.46,4.35,2011-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002094.XSHE,002094,XSHE,青岛金王,1980165,61682139.75,4.97,2016-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2016-03-31,E,002094.XSHE,002094,XSHE,青岛金王,750000,17250000.0,4.55,2016-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002094.XSHE,002094,XSHE,青岛金王,750000,20032500.0,4.7,2016-07-19,CNY
519674.OFCN,519674,银河创新成长混合,2016-09-30,E,002094.XSHE,002094,XSHE,青岛金王,750000,19215000.0,5.69,2016-10-26,CNY
519674.OFCN,519674,银河创新成长混合,2011-06-30,E,002099.XSHE,002099,XSHE,海翔药业,502671,11038655.16,1.17,2011-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002113.XSHE,002113,XSHE,ST天润,1382120,54870164.0,4.42,2016-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2016-03-31,E,002113.XSHE,002113,XSHE,ST天润,650000,18720000.0,4.93,2016-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002113.XSHE,002113,XSHE,ST天润,650000,20013500.0,4.7,2016-07-19,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002131.XSHE,002131,XSHE,利欧股份,1458000,28431000.0,2.29,2016-03-25,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002135.XSHE,002135,XSHE,东南网架,900450,10985490.0,0.95,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002138.XSHE,002138,XSHE,顺络电子,120000,2503200.0,0.28,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,002142.XSHE,002142,XSHE,宁波银行,599780,11575754.0,4.85,2017-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2017-09-30,E,002142.XSHE,002142,XSHE,宁波银行,700000,11046000.0,3.82,2017-10-26,CNY
519674.OFCN,519674,银河创新成长混合,2018-03-31,E,002142.XSHE,002142,XSHE,宁波银行,670000,12750100.0,5.06,2018-04-23,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002146.XSHE,002146,XSHE,荣盛发展,400000,5644000.0,0.55,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002148.XSHE,002148,XSHE,北纬科技,150000,4896000.0,0.47,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002148.XSHE,002148,XSHE,北纬科技,299901,13642496.49,1.19,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,E,002153.XSHE,002153,XSHE,石基信息,400000,26240000.0,3.51,2015-01-21,CNY
519674.OFCN,519674,银河创新成长混合,2018-12-31,E,002153.XSHE,002153,XSHE,石基信息,80000,2076800.0,1.68,2019-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2019-12-31,E,002156.XSHE,002156,XSHE,通富微电,9529866,156766295.7,7.89,2020-01-17,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,E,002157.XSHE,002157,XSHE,正邦科技,1399899,14040986.97,1.88,2015-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002173.XSHE,002173,XSHE,创新医疗,731600,19124024.0,1.54,2016-03-25,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002176.XSHE,002176,XSHE,江特电机,150000,1899000.0,0.26,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2015-03-31,E,002183.XSHE,002183,XSHE,怡亚通,1300000,40976000.0,3.07,2015-04-22,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002183.XSHE,002183,XSHE,怡亚通,1310000,86171800.0,7.48,2015-07-20,CNY
519674.OFCN,519674,银河创新成长混合,2015-09-30,E,002183.XSHE,002183,XSHE,怡亚通,1310000,56840900.0,5.74,2015-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002183.XSHE,002183,XSHE,怡亚通,1909965,87972987.9,7.09,2016-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2016-03-31,E,002191.XSHE,002191,XSHE,劲嘉股份,999988,11639860.32,3.07,2016-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002195.XSHE,002195,XSHE,二三四五,79999,3827952.15,0.44,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002215.XSHE,002215,XSHE,诺普信,500000,3945000.0,0.4,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002217.XSHE,002217,XSHE,合力泰,1250000,28025000.0,2.43,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002223.XSHE,002223,XSHE,鱼跃医疗,288920,4478260.0,0.46,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002223.XSHE,002223,XSHE,鱼跃医疗,300000,7275000.0,0.83,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002226.XSHE,002226,XSHE,江南化工,200000,2344000.0,0.23,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,002230.XSHE,002230,XSHE,科大讯飞,100,3500.0,0.0005,2012-03-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002230.XSHE,002230,XSHE,科大讯飞,567109,11172047.3,1.51,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002230.XSHE,002230,XSHE,科大讯飞,300000,9090000.0,0.93,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2018-12-31,E,002230.XSHE,002230,XSHE,科大讯飞,100000,2464000.0,1.99,2019-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2019-03-31,E,002230.XSHE,002230,XSHE,科大讯飞,403000,14624870.0,7.21,2019-04-18,CNY
519674.OFCN,519674,银河创新成长混合,2019-06-30,E,002230.XSHE,002230,XSHE,科大讯飞,380000,12631200.0,7.21,2019-07-18,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002234.XSHE,002234,XSHE,民和股份,741940,21820455.4,5.12,2016-07-19,CNY
519674.OFCN,519674,银河创新成长混合,2012-03-31,E,002236.XSHE,002236,XSHE,大华股份,453206,21790144.48,3.02,2012-04-24,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002236.XSHE,002236,XSHE,大华股份,1006372,30895620.4,4.17,2012-07-19,CNY
519674.OFCN,519674,银河创新成长混合,2012-09-30,E,002236.XSHE,002236,XSHE,大华股份,827454,33925614.0,4.27,2012-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002236.XSHE,002236,XSHE,大华股份,650000,30127500.0,3.07,2013-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2013-03-31,E,002236.XSHE,002236,XSHE,大华股份,460000,31970000.0,3.51,2013-04-19,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002236.XSHE,002236,XSHE,大华股份,150000,5734500.0,0.56,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002236.XSHE,002236,XSHE,大华股份,10000,408800.0,0.04,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002241.XSHE,002241,XSHE,歌尔股份,1003264,36609103.36,4.94,2012-07-19,CNY
519674.OFCN,519674,银河创新成长混合,2012-09-30,E,002241.XSHE,002241,XSHE,歌尔股份,1108264,41327164.56,5.21,2012-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002241.XSHE,002241,XSHE,歌尔股份,1338021,50443391.7,5.14,2013-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002241.XSHE,002241,XSHE,歌尔股份,2007737,72860775.73,7.06,2013-07-17,CNY
519674.OFCN,519674,银河创新成长混合,2013-09-30,E,002241.XSHE,002241,XSHE,歌尔股份,799876,33818757.28,3.26,2013-10-25,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002241.XSHE,002241,XSHE,歌尔股份,1000000,35080000.0,3.07,2014-01-21,CNY
519674.OFCN,519674,银河创新成长混合,2014-03-31,E,002241.XSHE,002241,XSHE,歌尔股份,767096,19637657.6,2.14,2014-04-18,CNY
519674.OFCN,519674,银河创新成长混合,2019-09-30,E,002241.XSHE,002241,XSHE,歌尔股份,2899911,50980435.38,8.05,2019-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2019-12-31,E,002241.XSHE,002241,XSHE,歌尔股份,7909909,157565387.28,7.93,2020-01-17,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002245.XSHE,002245,XSHE,澳洋顺昌,1100000,14047000.0,3.3,2016-07-19,CNY
519674.OFCN,519674,银河创新成长混合,2011-03-31,E,002250.XSHE,002250,XSHE,联化科技,650000,22919000.0,2.14,2011-04-20,CNY
519674.OFCN,519674,银河创新成长混合,2011-06-30,E,002250.XSHE,002250,XSHE,联化科技,300000,9555000.0,1.02,2011-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002250.XSHE,002250,XSHE,联化科技,46670,805057.5,0.11,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002250.XSHE,002250,XSHE,联化科技,1600000,35840000.0,3.11,2015-07-20,CNY
519674.OFCN,519674,银河创新成长混合,2015-09-30,E,002250.XSHE,002250,XSHE,联化科技,1650489,29543753.1,2.98,2015-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002268.XSHE,002268,XSHE,卫士通,10000,370500.0,0.04,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002269.XSHE,002269,XSHE,美邦服饰,450300,5880918.0,0.6,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2018-12-31,E,002281.XSHE,002281,XSHE,光迅科技,233000,6258380.0,5.06,2019-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002285.XSHE,002285,XSHE,世联行,100000,1576000.0,0.14,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002285.XSHE,002285,XSHE,世联行,160,3430.4,0.0003,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002292.XSHE,002292,XSHE,奥飞娱乐,417102,13622551.32,1.19,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002292.XSHE,002292,XSHE,奥飞娱乐,10000,367000.0,0.04,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002292.XSHE,002292,XSHE,奥飞娱乐,2954624,111832518.4,9.71,2015-07-20,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002293.XSHE,002293,XSHE,罗莱生活,199600,8632700.0,0.88,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002308.XSHE,002308,XSHE,威创股份,1257393,30994737.45,2.5,2016-03-25,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002308.XSHE,002308,XSHE,威创股份,499923,8213734.89,1.93,2016-08-25,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002310.XSHE,002310,XSHE,东方园林,240000,15045600.0,1.53,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2011-06-30,E,002327.XSHE,002327,XSHE,富安娜,542890,22779664.4,2.42,2011-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,002327.XSHE,002327,XSHE,富安娜,200000,9440000.0,1.28,2012-03-27,CNY
519674.OFCN,519674,银河创新成长混合,2011-06-30,E,002340.XSHE,002340,XSHE,格林美,312000,6570720.0,0.7,2011-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,002340.XSHE,002340,XSHE,格林美,850000,16575000.0,2.24,2012-03-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002340.XSHE,002340,XSHE,格林美,300000,3993000.0,0.54,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002340.XSHE,002340,XSHE,格林美,200000,2350000.0,0.24,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,002341.XSHE,002341,XSHE,新纶科技,1416156,23578997.4,3.19,2012-01-18,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002341.XSHE,002341,XSHE,新纶科技,400000,3652000.0,0.49,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2011-09-30,E,002353.XSHE,002353,XSHE,杰瑞股份,350329,22596220.5,2.8,2011-10-25,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,002353.XSHE,002353,XSHE,杰瑞股份,400255,28017850.0,3.79,2012-01-18,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002353.XSHE,002353,XSHE,杰瑞股份,283600,13754600.0,1.86,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002353.XSHE,002353,XSHE,杰瑞股份,719371,34270834.44,3.49,2013-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2013-03-31,E,002353.XSHE,002353,XSHE,杰瑞股份,999110,77980535.5,8.56,2013-04-19,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002353.XSHE,002353,XSHE,杰瑞股份,1040000,71760000.0,6.95,2013-07-17,CNY
519674.OFCN,519674,银河创新成长混合,2013-09-30,E,002353.XSHE,002353,XSHE,杰瑞股份,1060000,74284800.0,7.17,2013-10-25,CNY
